fve_base_think_start,fve_ft_think_start,fve_base_think_end,fve_ft_think_end
0.9308809041976929,0.9968474507331848,0.8423701524734497,0.9767649173736572
0.9235767722129822,0.9950299263000488,0.861007571220398,0.9675561189651489
0.8237779140472412,0.988535463809967,0.9013939499855042,0.9348132610321045
0.9599698781967163,0.9972977638244629,0.960858941078186,0.9940869808197021
0.9178981781005859,0.995032787322998,0.914222002029419,0.985638439655304
0.9024078845977783,0.9918188452720642,0.9149520397186279,0.986463725566864
0.9299397468566895,0.9936004281044006,0.910094678401947,0.9841206669807434
0.9498883485794067,0.9960001111030579,0.9007501006126404,0.9343212246894836
0.9373101592063904,0.9956278204917908,0.8574947118759155,0.9848149418830872
0.919732928276062,0.995525598526001,0.9285765886306763,0.9840876460075378
0.9344027638435364,0.9957267642021179,0.9273265600204468,0.9880919456481934
0.9352041482925415,0.9944383502006531,0.9153254628181458,0.978139340877533
0.9257981777191162,0.9957801699638367,0.9395244717597961,0.9902172684669495
0.9382107853889465,0.9952014088630676,0.9407823085784912,0.9914661049842834
0.9454315304756165,0.9968068599700928,0.9220021367073059,0.987263023853302
0.8964115977287292,0.9942454099655151,0.9000654816627502,0.9815555810928345
0.9168071746826172,0.9868060946464539,0.8664369583129883,0.9229331612586975
0.9510918855667114,0.9970767498016357,0.9403588175773621,0.9916290044784546
0.9283105134963989,0.9968507885932922,0.9454432725906372,0.984115719795227
0.9286507964134216,0.9954036474227905,0.8727091550827026,0.9821963310241699
0.9424583315849304,0.9964056611061096,0.9598667621612549,0.9910901784896851
0.8720211386680603,0.9919207096099854,0.8827635645866394,0.9806520342826843
0.9532862901687622,0.9972859621047974,0.9308192729949951,0.9859954714775085
0.9262385368347168,0.9959868788719177,0.930594801902771,0.9907398819923401
0.9142742156982422,0.9966480731964111,0.9598149061203003,0.9912781715393066
0.9072107672691345,0.990765392780304,0.7893568873405457,0.8537197113037109
0.940679132938385,0.9963348507881165,0.8726449608802795,0.9750024676322937
0.9454534649848938,0.9954507946968079,0.933803915977478,0.988816499710083
0.9183598756790161,0.9933075904846191,0.9399706125259399,0.9881841540336609
0.9470142722129822,0.9961950182914734,0.9226710200309753,0.9881245493888855
0.8992136120796204,0.9914985299110413,0.8986279368400574,0.9896724820137024
0.9572828412055969,0.9965347051620483,0.9396604895591736,0.9894054532051086
0.9284504055976868,0.9920036196708679,0.807529091835022,0.9433266520500183
0.9090197682380676,0.9943765997886658,0.7491995096206665,0.9441839456558228
0.9077226519584656,0.9941371083259583,0.8088862895965576,0.895058274269104
0.8877751231193542,0.9939202666282654,0.9368470907211304,0.9911749958992004
0.851997971534729,0.9906436800956726,0.9355084300041199,0.9884763360023499
0.9394968748092651,0.9949608445167542,0.9122288823127747,0.982884407043457
0.9535490274429321,0.9976896643638611,0.8004125356674194,0.9607548117637634
0.9412546157836914,0.995951235294342,0.9460644721984863,0.9894158244132996
0.8891673684120178,0.9961099028587341,0.8247854709625244,0.9464927315711975
0.8215858936309814,0.9899224042892456,0.9324356913566589,0.9834917783737183
0.9371462464332581,0.9964039921760559,0.9516046643257141,0.9910192489624023
0.893440842628479,0.9937359690666199,0.8610063195228577,0.9799569249153137
0.9556502103805542,0.9970263838768005,0.9550221562385559,0.9884757995605469
0.9357470273971558,0.9951667189598083,0.9397643208503723,0.9852971434593201
0.9578368663787842,0.9963258504867554,0.897183895111084,0.9874706864356995
0.9435276985168457,0.9959562420845032,0.9417163133621216,0.9894075989723206
0.9018381834030151,0.9906884431838989,0.8494195938110352,0.9719364643096924
0.9042878746986389,0.9928951263427734,0.8893961310386658,0.9806039333343506
0.9357733726501465,0.9966654777526855,0.9323564171791077,0.9925206303596497
0.9481063485145569,0.9965126514434814,0.9505339860916138,0.9895137548446655
0.9501416683197021,0.9958623051643372,0.9470305442810059,0.9897833466529846
0.9258654117584229,0.9945707321166992,0.9146859645843506,0.9844574928283691
0.9326835870742798,0.9951213002204895,0.9458019137382507,0.9837054014205933
0.9357740879058838,0.9946461319923401,0.9478975534439087,0.9840735197067261
0.9371009469032288,0.9946942925453186,0.9199495315551758,0.9862581491470337
0.9113560914993286,0.9888472557067871,0.9374799132347107,0.9808529019355774
0.8857635855674744,0.9939419031143188,0.9020057916641235,0.9832913875579834
0.95441734790802,0.9966845512390137,0.9190531373023987,0.9873892664909363
0.9396151900291443,0.9961633682250977,0.9277507066726685,0.9883743524551392
0.8908618092536926,0.991084635257721,0.9356992244720459,0.9825553894042969
0.8898664116859436,0.9926692247390747,0.8860321640968323,0.9850850701332092
0.7054750323295593,0.9789811372756958,0.8789663314819336,0.9818650484085083
0.9127622842788696,0.9955633282661438,0.9134058952331543,0.9828701019287109
0.9134995937347412,0.9935715794563293,0.9178518652915955,0.9891767501831055
0.9502061605453491,0.9972243309020996,0.9373753070831299,0.9911220669746399
0.9467839002609253,0.9942800402641296,0.8010106682777405,0.8876550793647766
0.9475594162940979,0.9970072507858276,0.888323962688446,0.979421079158783
0.8714362978935242,0.9935420155525208,0.9152392148971558,0.9815956950187683
0.9250461459159851,0.9960014224052429,0.915093719959259,0.9877607226371765
0.8921247124671936,0.9941778779029846,0.9525335431098938,0.9904388189315796
0.9429901838302612,0.9958483576774597,0.9238327741622925,0.9854544997215271
0.9152358770370483,0.9955946207046509,0.9107710123062134,0.9849143028259277
0.9408081769943237,0.9955871105194092,0.8465043306350708,0.9102339744567871
0.9047383666038513,0.9929012060165405,0.8272131681442261,0.919073760509491
0.9466345310211182,0.9967172145843506,0.8429272174835205,0.9521952867507935
0.8954019546508789,0.9900538325309753,0.8303841948509216,0.9112071394920349
0.9485849738121033,0.9970434308052063,0.9235331416130066,0.9918404221534729
0.9250600934028625,0.9946271777153015,0.9449027180671692,0.9879993796348572
0.9439828991889954,0.9968256950378418,0.9494741559028625,0.9931190609931946
0.9174402356147766,0.9950123429298401,0.8500828146934509,0.9675992131233215
0.9530981779098511,0.9968489408493042,0.8823546171188354,0.9825716018676758
0.915749728679657,0.995895266532898,0.9255373477935791,0.9881394505500793
0.9335022568702698,0.993946373462677,0.923912525177002,0.9917287826538086
0.9128552079200745,0.994685173034668,0.9372228980064392,0.987679660320282
0.9152162671089172,0.9943194389343262,0.9392615556716919,0.9846242666244507
0.8925458192825317,0.9953588843345642,0.9333407282829285,0.9874320030212402
0.887600302696228,0.9928560256958008,0.8936408162117004,0.981284499168396
0.9185917973518372,0.9944446682929993,0.9436812996864319,0.9865464568138123
0.9425187110900879,0.9961143732070923,0.9406579732894897,0.9872286915779114
0.9071894884109497,0.9926007390022278,0.8414785861968994,0.9254833459854126
0.9253147840499878,0.9961455464363098,0.9150718450546265,0.9797989726066589
0.8899407386779785,0.9945089817047119,0.897297739982605,0.9872078895568848
0.9074715375900269,0.9938323497772217,0.8816758990287781,0.9785455465316772
0.9293919205665588,0.9945157766342163,0.8314812779426575,0.942950963973999
0.933263897895813,0.9958493709564209,0.8175057172775269,0.9649048447608948
0.9083999395370483,0.9928728342056274,0.8640072345733643,0.968919575214386
0.8892238140106201,0.9950925707817078,0.9022266864776611,0.9827028512954712
0.9423974752426147,0.9961363673210144,0.8657991886138916,0.9772260785102844
0.8698952794075012,0.9933129549026489,0.9464336633682251,0.9892989993095398
0.9550191164016724,0.9973387122154236,0.9104638695716858,0.988142728805542
0.925399661064148,0.9936696290969849,0.8423821330070496,0.9529549479484558
0.9381138682365417,0.9927460551261902,0.8325899243354797,0.9711418151855469
0.9536283612251282,0.9969052076339722,0.9179316759109497,0.9843019247055054
0.9150707721710205,0.9940430521965027,0.9454479217529297,0.9876832365989685
0.9318709969520569,0.9959348440170288,0.9497383832931519,0.9927616715431213
0.9468021988868713,0.9963203072547913,0.9236705303192139,0.9867421388626099
0.8872084021568298,0.9941291213035583,0.90221107006073,0.9858686327934265
0.9279357194900513,0.9955680966377258,0.8405836820602417,0.9772050380706787
0.9235550165176392,0.9959039092063904,0.8233351707458496,0.9096378087997437
0.9363828897476196,0.9927327036857605,0.9144917726516724,0.9875465631484985
0.9148852825164795,0.9907518029212952,0.8704869747161865,0.9811235070228577
0.9112691879272461,0.9924277067184448,0.8926104307174683,0.9840345978736877
0.9341118335723877,0.9936513304710388,0.9209182262420654,0.9896152019500732
0.8872027397155762,0.9919557571411133,0.9438318014144897,0.9875116348266602
0.9157498478889465,0.9896214008331299,0.8746446371078491,0.9649186730384827
0.9279152154922485,0.9953191876411438,0.8084683418273926,0.9513069987297058
0.9406366944313049,0.9950410723686218,0.8931666016578674,0.9893695116043091
0.8784777522087097,0.9918518662452698,0.9196817278862,0.9875343441963196
0.7592422962188721,0.9891954064369202,0.9026810526847839,0.981040894985199
0.9500868320465088,0.9962953329086304,0.9335150122642517,0.9923142194747925
0.9353395104408264,0.9957388639450073,0.9155069589614868,0.9805506467819214
0.955234169960022,0.9948163032531738,0.8999140858650208,0.9817243814468384
0.802191436290741,0.987554669380188,0.8452010154724121,0.9310706853866577
0.9467008113861084,0.9961912035942078,0.8543087840080261,0.9772663712501526
0.9431127309799194,0.9932492971420288,0.8886169195175171,0.9649997353553772
0.7950693368911743,0.9898936152458191,0.8660894632339478,0.9582602977752686
0.9154243469238281,0.9953349828720093,0.8566855192184448,0.9569726586341858
0.9124844074249268,0.992387056350708,0.8627917766571045,0.9806182384490967
0.9115299582481384,0.9947724342346191,0.9511162638664246,0.9916385412216187
0.8173007965087891,0.9758580923080444,0.852654218673706,0.9178875684738159
0.9083394408226013,0.9947423934936523,0.9528781771659851,0.9849520325660706
0.8581540584564209,0.9940524101257324,0.9336806535720825,0.9845462441444397
0.8960256576538086,0.987423300743103,0.9482436180114746,0.9923171997070312
0.9094173908233643,0.9832856059074402,0.7812924385070801,0.8775132298469543
0.9311440587043762,0.9936075210571289,0.9349424839019775,0.9912022352218628
0.9158264994621277,0.9951967000961304,0.9211534261703491,0.9882698059082031
0.9349179267883301,0.9967448115348816,0.8559656739234924,0.9836523532867432
0.9533025026321411,0.9957312941551208,0.9034701585769653,0.9853596091270447
0.8800145387649536,0.9900939464569092,0.88174968957901,0.9826172590255737
0.9488632082939148,0.9965895414352417,0.8682109713554382,0.9500465989112854
0.9611456394195557,0.9973746538162231,0.9427003860473633,0.9931646585464478
0.8943341374397278,0.996082603931427,0.8278132677078247,0.958850085735321
0.7436457872390747,0.9897915124893188,0.9311063289642334,0.990411639213562
0.9637401103973389,0.9972848296165466,0.9162792563438416,0.98478764295578
0.9290847778320312,0.9961772561073303,0.9309457540512085,0.9843689799308777
0.9389471411705017,0.9962603449821472,0.9061228036880493,0.985194981098175
0.7551895380020142,0.9828826189041138,0.8894240856170654,0.926754891872406
0.9175772070884705,0.9860062599182129,0.9064809083938599,0.9872326850891113
0.905083954334259,0.9872289896011353,0.9122908115386963,0.9437000155448914
0.9369333386421204,0.99603271484375,0.842017412185669,0.9733682870864868
0.8964493274688721,0.9939721822738647,0.9380322098731995,0.9714914560317993
0.8825051784515381,0.9829080104827881,0.9072262644767761,0.9806898236274719
0.9170506000518799,0.994016706943512,0.8410532474517822,0.9517200589179993
0.8730759024620056,0.9927191734313965,0.9343301057815552,0.9899172782897949
0.9446029663085938,0.9966487288475037,0.9564956426620483,0.9922119379043579
0.9299036264419556,0.9955151677131653,0.9290517568588257,0.9822779297828674
0.9374932646751404,0.9976072311401367,0.8040743470191956,0.8653981685638428
0.9216716885566711,0.9967811703681946,0.9217753410339355,0.98403000831604
0.8943144679069519,0.9953761696815491,0.8951525688171387,0.9694214463233948
0.9243600368499756,0.994892954826355,0.8510163426399231,0.9790464639663696
0.8727335929870605,0.9958466291427612,0.940725564956665,0.9914572834968567
0.9492162466049194,0.9969837665557861,0.8019335865974426,0.8662998676300049
0.892164945602417,0.9927253723144531,0.9516449570655823,0.9901266694068909
0.8696703314781189,0.9951013922691345,0.8976644277572632,0.9846351742744446
0.9156725406646729,0.9909026026725769,0.869540274143219,0.9796314239501953
0.9122987985610962,0.9942512512207031,0.9345512390136719,0.9845625758171082
0.932120144367218,0.993716299533844,0.9374966621398926,0.9872904419898987
0.9503645300865173,0.9970459342002869,0.894834041595459,0.9813821315765381
0.9423990249633789,0.9956914186477661,0.9331085681915283,0.9835176467895508
0.934099018573761,0.9966039657592773,0.8682481050491333,0.9552419781684875
0.7887610197067261,0.9841626286506653,0.8456906676292419,0.962939977645874
0.8832681179046631,0.9936562180519104,0.9277144074440002,0.9770525693893433
0.9338086843490601,0.9944862127304077,0.9187514185905457,0.9835814237594604
0.8848214745521545,0.9883111715316772,0.8705780506134033,0.9602224826812744
0.934397280216217,0.9971211552619934,0.9022208452224731,0.9872240424156189
0.9515665173530579,0.9964243173599243,0.8831288814544678,0.9684974551200867
0.9370798468589783,0.9959291815757751,0.8072443008422852,0.9326915144920349
0.9226837158203125,0.9960665702819824,0.8987624049186707,0.9807649254798889
0.8632292747497559,0.9930339455604553,0.9406188726425171,0.9892260432243347
0.907721221446991,0.9936769008636475,0.8251211643218994,0.9512302875518799
0.9541343450546265,0.9967950582504272,0.9346372485160828,0.9815688729286194
0.9524433612823486,0.9975695610046387,0.912512481212616,0.9877036213874817
0.9261822700500488,0.9954090118408203,0.905772864818573,0.9911673069000244
0.9291579723358154,0.9945598244667053,0.9080778956413269,0.9788184762001038
0.8952251672744751,0.9939253330230713,0.8786990642547607,0.9790287017822266
0.8232778310775757,0.9888832569122314,0.8495621085166931,0.9669140577316284
0.958573043346405,0.9971057176589966,0.8882049918174744,0.980981171131134
0.8449299931526184,0.9936848282814026,0.8450657725334167,0.930522620677948
0.8913585543632507,0.9942629337310791,0.9327379465103149,0.9836285710334778
0.9375778436660767,0.9965865015983582,0.927003026008606,0.9886077642440796
0.9423703551292419,0.9967450499534607,0.8897480964660645,0.9793282151222229
0.9190208911895752,0.9960605502128601,0.8734989166259766,0.9817582368850708
0.9017693996429443,0.9952406287193298,0.9383018612861633,0.9875730276107788
0.9355589747428894,0.9918831586837769,0.8763706088066101,0.9744375944137573
0.9039214253425598,0.9957733154296875,0.9303263425827026,0.985231876373291
0.857345461845398,0.9935128092765808,0.9210092425346375,0.9899500012397766
0.9342406988143921,0.9956881999969482,0.9536796808242798,0.9904670715332031
0.8735136389732361,0.9923385977745056,0.8990447521209717,0.9870846271514893
0.9193503856658936,0.9962065815925598,0.926429033279419,0.9847949743270874
0.9086518287658691,0.9933990240097046,0.8225033283233643,0.9542367458343506
0.9409419298171997,0.9943912625312805,0.8202005624771118,0.9202224016189575
0.9539130926132202,0.9957882761955261,0.8109249472618103,0.9386624693870544
0.9040687680244446,0.9916744828224182,0.8676899671554565,0.9763262271881104
0.9331666231155396,0.9945535063743591,0.8151242733001709,0.9536442756652832
0.9011561274528503,0.9939826130867004,0.8977227210998535,0.9842780232429504
0.8887826800346375,0.9889367818832397,0.887846827507019,0.9822028875350952
0.8953871726989746,0.9884746670722961,0.9382438063621521,0.9856185913085938
0.9258486032485962,0.9959116578102112,0.8591996431350708,0.9752604961395264
0.8659838438034058,0.992961585521698,0.9183617830276489,0.9875016808509827
0.9340193271636963,0.9961459040641785,0.9478820562362671,0.9876611232757568
0.9308618307113647,0.9951017498970032,0.900383710861206,0.9819746017456055
0.9135012626647949,0.9960777759552002,0.9105238914489746,0.9864853024482727
0.9574482440948486,0.9966053366661072,0.9554753303527832,0.9916700720787048
0.8773138523101807,0.9920685887336731,0.921632707118988,0.9857444763183594
0.8798267841339111,0.9926284551620483,0.9018923044204712,0.9828515648841858
0.9531715512275696,0.9966424703598022,0.8595993518829346,0.9819731712341309
0.8833625912666321,0.9925059676170349,0.9228093028068542,0.9848382472991943
0.934753954410553,0.9958348274230957,0.8903719782829285,0.9874337911605835
0.9486086368560791,0.9964627027511597,0.9214621186256409,0.9820820093154907
0.9349897503852844,0.9944550395011902,0.9386404752731323,0.9903843402862549
0.9187753200531006,0.9953079223632812,0.923220694065094,0.9826105833053589
0.9226449728012085,0.9921553134918213,0.9087109565734863,0.9892017841339111
0.853423535823822,0.991906464099884,0.9221310615539551,0.9799100160598755
0.9371867179870605,0.9959190487861633,0.9481799602508545,0.9889999628067017
0.8056893944740295,0.9901283383369446,0.9188497066497803,0.9773437976837158
0.9113002419471741,0.9936007261276245,0.9548799395561218,0.9903407096862793
0.8002909421920776,0.9885733127593994,0.9363287091255188,0.9843675494194031
0.9222095012664795,0.9962915182113647,0.8081884384155273,0.9021768569946289
0.9169453382492065,0.992419958114624,0.9568374752998352,0.9876723885536194
0.934842050075531,0.9959957599639893,0.9529263377189636,0.9911988377571106
0.9190295338630676,0.9868946671485901,0.9307947754859924,0.9804497957229614
0.8707870244979858,0.9882245659828186,0.8132178783416748,0.8511656522750854
0.9467952847480774,0.9969390630722046,0.9020956158638,0.983519971370697
0.9216762781143188,0.9927845001220703,0.9295228123664856,0.9893784523010254
0.8915213942527771,0.9934067130088806,0.8947332501411438,0.9876630902290344
0.9255061149597168,0.9945273995399475,0.901007890701294,0.9838202595710754
0.9327216148376465,0.9948955178260803,0.9315914511680603,0.9881554245948792
0.8922833204269409,0.9960290789604187,0.9103530049324036,0.9850716590881348
0.9209824800491333,0.9943413734436035,0.8118566870689392,0.9255521893501282
0.9098825454711914,0.9958410263061523,0.9173019528388977,0.9895869493484497
0.9643071889877319,0.9961569309234619,0.8187337517738342,0.9506017565727234
0.7140284776687622,0.9856787919998169,0.9227150678634644,0.9875731468200684
0.9036766290664673,0.9933318495750427,0.9058430790901184,0.9841645359992981
0.9612427949905396,0.9971544742584229,0.9140012860298157,0.9897686243057251
0.939517080783844,0.9968305230140686,0.91595458984375,0.9790554642677307
0.9191968441009521,0.9938197731971741,0.9159409403800964,0.9874423742294312
0.9411701560020447,0.9958300590515137,0.929524302482605,0.9813647270202637
0.9462869167327881,0.9960095882415771,0.8762838840484619,0.9769676327705383
0.9316084384918213,0.993934154510498,0.7900135517120361,0.8687435388565063
0.8634986877441406,0.9907343983650208,0.875817596912384,0.9752669930458069
0.8835224509239197,0.9941719770431519,0.8326700925827026,0.9218370318412781
0.9440876245498657,0.9956895112991333,0.8335518836975098,0.9809644818305969
0.926700234413147,0.9947638511657715,0.9206671714782715,0.9839327931404114
0.9069244265556335,0.9918233156204224,0.8413931131362915,0.9431508779525757
0.9006016850471497,0.9961079955101013,0.9207845330238342,0.9818220734596252
0.9101201295852661,0.9844049215316772,0.8323233127593994,0.9016517400741577
0.9070677161216736,0.99329674243927,0.9364839196205139,0.9873050451278687
0.9125721454620361,0.9942131638526917,0.9210107326507568,0.9897403120994568
0.9260014295578003,0.9945727586746216,0.8858210444450378,0.9817793965339661
0.9147332310676575,0.9938259720802307,0.9170709848403931,0.9821463823318481
0.93247389793396,0.9947954416275024,0.8472122550010681,0.9348621368408203
0.9291276931762695,0.9971163868904114,0.9462546110153198,0.990697979927063
0.9142313003540039,0.991908073425293,0.9542221426963806,0.9908468127250671
0.9066717028617859,0.9938377141952515,0.8858771920204163,0.97641521692276
0.9221639633178711,0.9960039854049683,0.9268728494644165,0.9908324480056763
0.948538601398468,0.9953112602233887,0.8612208962440491,0.9782836437225342
0.912339448928833,0.9933904409408569,0.9092421531677246,0.9863388538360596
0.9136017560958862,0.9938965439796448,0.8298476338386536,0.9677762985229492
0.9231708645820618,0.9943519830703735,0.7889522910118103,0.8720276355743408
0.935646653175354,0.99508136510849,0.7849963903427124,0.8976494669914246
0.9487165212631226,0.9959988594055176,0.8695421814918518,0.9748630523681641
0.9208763241767883,0.993073582649231,0.9036091566085815,0.9882517457008362
0.9351291656494141,0.9936161637306213,0.8368499875068665,0.8661926984786987
0.9390942454338074,0.9958972930908203,0.818535566329956,0.9000290632247925
0.9423655271530151,0.9960031509399414,0.9109982252120972,0.9861975908279419
0.9010711312294006,0.9919262528419495,0.935631513595581,0.9908422827720642
0.9251148104667664,0.991378903388977,0.9173128604888916,0.9728237390518188
0.9591172337532043,0.9971789717674255,0.9544859528541565,0.9932215809822083
0.8982048630714417,0.9901441335678101,0.8648820519447327,0.9665422439575195
0.9291224479675293,0.9969102144241333,0.8654742240905762,0.9726727604866028
0.9523405432701111,0.9965542554855347,0.9187883138656616,0.9839414954185486
0.8973308205604553,0.9881521463394165,0.7820297479629517,0.8865342140197754
0.8010172247886658,0.9820750951766968,0.9335288405418396,0.9850175976753235
0.9574844837188721,0.9960241317749023,0.9209297299385071,0.9801433682441711
0.8877772092819214,0.994012176990509,0.951898992061615,0.9903121590614319
0.9274872541427612,0.9934473633766174,0.9496381282806396,0.987780749797821
0.9354593753814697,0.9965969324111938,0.9551440477371216,0.9893386960029602
0.8880290985107422,0.9894810318946838,0.930172860622406,0.9825639724731445
0.9151996374130249,0.9967767596244812,0.8709603548049927,0.9803160429000854
0.931067705154419,0.9963107109069824,0.8912767767906189,0.979775607585907
0.9345766305923462,0.9962405562400818,0.9250844717025757,0.9896695017814636
0.8998555541038513,0.9937337040901184,0.9168932437896729,0.9835614562034607
0.9450318217277527,0.996797502040863,0.9456967115402222,0.9898073077201843
0.9459508061408997,0.9962802529335022,0.8684921264648438,0.9843904376029968
0.9178248047828674,0.9915180206298828,0.7818336486816406,0.8695198893547058
0.9516727924346924,0.9957677721977234,0.9310305714607239,0.9840993285179138
0.9501517415046692,0.9964349865913391,0.8366934061050415,0.9731865525245667
0.9122476577758789,0.9919813871383667,0.9295574426651001,0.987579882144928
0.8806813359260559,0.9906049966812134,0.9106679558753967,0.9748073816299438
0.9216443300247192,0.9950203895568848,0.8335933685302734,0.9228219985961914
0.8671422600746155,0.9908347725868225,0.8449715375900269,0.9762237668037415
0.9084832072257996,0.9946145415306091,0.9486940503120422,0.986104428768158
0.9000315070152283,0.992659866809845,0.8767716288566589,0.9776551127433777
0.9205102920532227,0.9943958520889282,0.9473533630371094,0.9903386235237122
0.9213569164276123,0.992912232875824,0.8176857829093933,0.9425831437110901
0.9284025430679321,0.9950549602508545,0.8156262636184692,0.9281021356582642
0.9103608131408691,0.9943410754203796,0.8808578252792358,0.9762197732925415
0.9489398002624512,0.9946283102035522,0.8220301866531372,0.9453091621398926
0.8737577795982361,0.9926602840423584,0.948718249797821,0.9912294745445251
0.9059667587280273,0.9930756092071533,0.8995089530944824,0.9823046326637268
0.9360296726226807,0.9948252439498901,0.8651878237724304,0.9769652485847473
0.938549816608429,0.9953543543815613,0.9328587651252747,0.9920142889022827
0.8844348192214966,0.9960716366767883,0.8991671800613403,0.9789323806762695
0.9474079012870789,0.9951782822608948,0.9609620571136475,0.9858065247535706
0.8997085094451904,0.9933098554611206,0.8577613234519958,0.9685318470001221
0.8274157643318176,0.9920058250427246,0.9030653238296509,0.9761435389518738
0.9234909415245056,0.9945926070213318,0.8171744346618652,0.8988522291183472
0.9039638042449951,0.9934822916984558,0.7537113428115845,0.8838856220245361
0.8958157300949097,0.9940702319145203,0.9185960292816162,0.9858430624008179
0.9554151892662048,0.996500551700592,0.9549823999404907,0.9906993508338928
0.9291223287582397,0.9956346154212952,0.9516450762748718,0.9840030670166016
0.9328827261924744,0.9962801337242126,0.9270139932632446,0.9857343435287476
0.9513762593269348,0.9967256188392639,0.9647528529167175,0.9863041639328003
0.9186545610427856,0.9946615099906921,0.8813421726226807,0.983716607093811
0.9108886122703552,0.9944299459457397,0.8028155565261841,0.9153720140457153
0.8281362056732178,0.9826384782791138,0.9324449896812439,0.9885608553886414
0.9556078910827637,0.9962058663368225,0.9100040197372437,0.9820465445518494
0.9634413719177246,0.996895432472229,0.9067624807357788,0.9849160313606262
0.8889394402503967,0.9946507811546326,0.8277897834777832,0.9540426731109619
0.924760103225708,0.994625985622406,0.9544133543968201,0.9909167885780334
